CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Smallest PPT,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Location
LINK-011110,Manhattan,103,2,40.723807,-73.988224,Link Installed; Connecting Power and Fiber,139058,,10003,mn-03-139058,,08/26/2017,East Village,1006092,1004430030,1003602,"(40.72380705, -73.98822418)"
LINK-011115,Queens,403,21,40.749112,-73.870624,Link Active!,136366,95-31 ROOSEVELT AVENUE,11372,qu-03-136366,09/08/2017,07/22/2017,Jackson Heights,4036618,4014830044,4027300,"(40.7491117, -73.87062416)"
LINK-011116,Queens,404,21,40.748878,-73.871463,Link Active!,136657,94-26 ROOSEVELT AVENUE,11373,qu-04-136657,09/08/2017,07/22/2017,Elmhurst,4311592,4015890096,4046500,"(40.74887831, -73.87146338)"
LINK-011130,Manhattan,104,3,40.764786,-73.991590,Link Active!,136381,734 10 AVENUE,10019,mn-04-136381,11/02/2017,09/23/2017,Clinton,1026666,1010600001,1013300,"(40.76478628, -73.99158984)"
LINK-011133,Manhattan,104,3,40.740686,-73.997999,Link Installed; Connecting Power and Fiber,134727,123A 7 AVENUE,10011,mn-04-134727,,10/15/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1014648,1007930001,1008100,"(40.74068566, -73.99799948)"
LINK-011138,Manhattan,106,2,40.737088,-73.981368,Link Pending Activation,134535,380 2 AVENUE,10010,mn-06-134535,,09/28/2017,Gramercy,1020567,1009270055,1006400,"(40.737088, -73.9813679)"
LINK-011149,Manhattan,110,9,40.823124,-73.938202,Link Active!,133684,2538 ADAM CLAYTON POWELL JR BOULEVARD,10039,mn-10-133684,09/22/2017,08/25/2017,Central Harlem North-Polo Grounds,1060534,1020330029,1023400,"(40.82312447, -73.938202)"
LINK-011150,Queens,404,21,40.748595,-73.874203,Link Active!,136655,92-12 ROOSEVELT AVENUE,11373,qu-04-136655,09/08/2017,08/05/2017,Elmhurst,4038783,4015500020,4046900,"(40.74859468151791, -73.87420306931176)"
LINK-011151,Manhattan,106,2,40.737373,-73.981159,Link Pending Activation,135679,384 2 AVENUE,10010,mn-06-135679,,09/28/2017,Gramercy,1020569,1009280001,1006400,"(40.73737306, -73.98115859)"
LINK-011158,Manhattan,106,2,40.731602,-73.982548,Link Installed; Connecting Power and Fiber,134843,,10003,mn-06-134843,,10/07/2017,Gramercy,1082156,1009210027,1004800,"(40.73160198, -73.98254791)"
LINK-011159,Manhattan,110,9,40.803400,-73.956003,Link Active!,118276,2120 8 AVENUE,10026,mn-10-118276,11/01/2017,09/30/2017,Central Harlem South,1055216,1018300064,1021800,"(40.8033996, -73.95600349)"
LINK-011172,Queens,403,25,40.747223,-73.888492,Link Active!,134080,77-01 ROOSEVELT AVENUE,11372,qu-03-134080,08/25/2017,07/08/2017,Jackson Heights,4029906,4012880048,4028700,"(40.74722343, -73.888492)"
LINK-011173,Queens,403,21,40.748168,-73.879511,Link Active!,134084,86-23 ROOSEVELT AVENUE,11372,qu-03-134084,10/04/2017,08/31/2017,Jackson Heights,4036259,4014740037,4027900,"(40.74816825, -73.87951058)"
LINK-011180,Manhattan,106,4,40.748121,-73.973604,Link Installed; Connecting Power and Fiber,134661,733 2 AVENUE,10016,mn-06-134661,,11/11/2017,Turtle Bay-East Midtown,1020379,1009200030,1008800,"(40.74812083, -73.97360371)"
LINK-011194,Queens,404,25,40.746798,-73.891215,Link Active!,136360,74-04 ROOSEVELT AVENUE,11373,qu-04-136360,08/25/2017,07/08/2017,Elmhurst,4036717,4014850023,4026700,"(40.74679775405875, -73.89121485543893)"
LINK-011198,Queens,404,21,40.747742,-73.882270,Link Active!,136365,83-20 ROOSEVELT AVENUE,11373,qu-04-136365,09/07/2017,08/19/2017,Elmhurst,4037071,4015030001,4026901,"(40.74774237699137, -73.88227031025082)"
LINK-011200,Queens,403,21,40.747971,-73.881387,Link Active!,136453,84-29 ROOSEVELT AVENUE,11372,qu-03-136453,10/04/2017,08/31/2017,Jackson Heights,4036234,4014720036,4028100,"(40.74797068, -73.88138742)"
LINK-011205,Queens,403,21,40.748869,-73.872933,Link Active!,136656,93-19 ROOSEVELT AVENUE,11372,qu-03-136656,09/08/2017,08/05/2017,Jackson Heights,4431438,4014810043,4027300,"(40.74886920151078, -73.87293329570082)"
LINK-011207,Queens,403,21,40.748708,-73.874393,Link Active!,136703,92-03 ROOSEVELT AVENUE,11372,qu-03-136703,10/11/2017,08/31/2017,Jackson Heights,4036462,4014800044,4027500,"(40.74870842, -73.87439289)"
LINK-011227,Manhattan,110,9,40.817821,-73.942075,Link Pending Activation,143395,2376 ADAM CLAYTON POWELL JR BOULEVARD,10030,mn-10-143395,,08/13/2017,Central Harlem North-Polo Grounds,1060295,1020240035,1023000,"(40.81782145, -73.94207451)"
LINK-011231,Manhattan,104,3,40.766437,-73.990262,Link Active!,139118,498 WEST 53 STREET,10019,mn-04-139118,11/08/2017,09/23/2017,Clinton,1026740,1010620003,1013300,"(40.7664369, -73.99026177)"
LINK-011251,Queens,403,21,40.747991,-73.882034,Link Active!,139600,37-99 84 STREET,11372,qu-03-139600,09/07/2017,08/19/2017,Jackson Heights,4036234,4014720036,4028100,"(40.74799093, -73.8820337)"
LINK-011252,Queens,403,25,40.747603,-73.885751,Link Active!,139608,37-69 80 STREET,11372,qu-03-139608,10/13/2017,08/31/2017,Jackson Heights,4030002,4012910047,4028300,"(40.74760297, -73.8857513)"
LINK-011258,Queens,403,21,40.748020,-73.880924,Link Active!,136451,85-05 ROOSEVELT AVENUE,11372,qu-03-136451,10/06/2017,08/31/2017,Jackson Heights,4036249,4014730045,4027900,"(40.74801962, -73.88092373)"
LINK-011259,Queens,403,25,40.747412,-73.887615,Link Active!,139602,37-69 78 STREET,11372,qu-03-139602,08/25/2017,07/08/2017,Jackson Heights,,,4028500,"(40.74741227637053, -73.88761508895607)"
LINK-011271,Bronx,205,14,40.851329,-73.908266,Link Pending Activation,119598,51 EAST TREMONT AVENUE,10453,bx-05-119598,,10/20/2017,Mount Hope,2007940,2028290026,2024100,"(40.851329, -73.908266)"
LINK-011295,Manhattan,112,7,40.835729,-73.940075,Link Active!,120469,2048 AMSTERDAM AVENUE,10032,mn-12-120469,12/02/2016,10/22/2016,Washington Heights South,1062868,1021200033,1024500,"(40.835729, -73.940075)"
LINK-011315,Manhattan,111,8,40.796360,-73.938107,Link Active!,120199,2240 2 AVENUE,10029,mn-11-120199,02/17/2017,12/18/2016,East Harlem North,1052897,1016870001,1018800,"(40.7963604555244, -73.9381073170192)"
LINK-011337,Manhattan,111,9,40.800142,-73.944966,Link Active!,120180,25 EAST 116 STREET,10035,mn-11-120180,01/25/2017,10/15/2016,East Harlem North,1089838,1016227501,1018400,"(40.80014153, -73.94496616)"
LINK-011358,Manhattan,112,7,40.834974,-73.945436,Link Active!,120347,3 EDWARD MORGAN PLACE,10032,mn-12-120347,12/20/2016,11/19/2016,Washington Heights South,1076745,1021340180,1024100,"(40.834974, -73.945436)"
LINK-011373,Queens,409,32,40.693963,-73.851185,Link Active!,124791,94-02 JAMAICA AVENUE,11421,qu-09-124791,07/13/2017,06/03/2017,Woodhaven,4184324,4089350001,4002000,"(40.69396285, -73.85118474)"
LINK-011378,Manhattan,111,8,40.796825,-73.937766,Link Active!,120314,2256 2ND AVENUE,10029,mn-11-120314,03/31/2017,12/18/2016,East Harlem North,1052931,1016870049,1018800,"(40.79682481, -73.93776628)"
LINK-011383,Bronx,206,15,40.849093,-73.900031,Link Active!,119388,1948 WEBSTER AVENUE,10457,bx-06-119388,06/16/2017,05/10/2017,Mount Hope,2011085,2030270017,2037900,"(40.84909302, -73.90003051)"
LINK-011415,Queens,401,26,40.755764,-73.912336,Link Active!,125071,48-12 BROADWAY,11103,qu-01-125071,05/18/2017,04/22/2017,Astoria,4013642,4007340038,4016100,"(40.755764, -73.912336)"
LINK-011417,Queens,401,22,40.759199,-73.919649,Link Active!,125081,38-04 BROADWAY,11103,qu-01-125081,05/18/2017,04/22/2017,Astoria,4010407,4006560035,4015500,"(40.759199, -73.919649)"
LINK-011425,Bronx,201,17,40.819488,-73.913668,Link Active!,123216,3015 3 AVENUE,10455,bx-01-123216,12/22/2016,10/29/2016,Melrose South-Mott Haven North,2097993,2023760047,2006700,"(40.81948845, -73.91366803)"
LINK-011438,Manhattan,112,7,40.833285,-73.945092,Link Active!,120451,580 WEST 156 STREET,10032,mn-12-120451,02/01/2017,12/20/2016,Washington Heights South,1062678,1021140005,1024100,"(40.83328532, -73.94509159)"
LINK-011446,Queens,401,22,40.762663,-73.912541,Link Installed; Connecting Power and Fiber,125118,43-02 30 AVENUE,11103,qu-01-125118,,06/24/2017,Astoria,4012032,4006970113,4014900,"(40.76266328, -73.91254129)"
LINK-011461,Bronx,201,17,40.818860,-73.914242,Link Active!,123217,2991 3 AVENUE,10455,bx-01-123217,03/06/2017,01/21/2017,Melrose South-Mott Haven North,2089847,2023750043,2006700,"(40.81886036, -73.91424246)"
LINK-011469,Queens,401,22,40.766766,-73.921276,Link Active!,125131,31-02 30 AVENUE,11102,qu-01-125131,06/26/2017,05/06/2017,Astoria,4008486,4006150035,4006300,"(40.76676629, -73.92127596)"
LINK-011473,Manhattan,110,9,40.802368,-73.956762,Link Active!,119982,2084 FREDERICK DOUGLASS BLVD,10026,mn-10-119982,12/14/2016,11/17/2016,Central Harlem South,1055127,1018280061,1021600,"(40.80236833, -73.95676156)"
LINK-011474,Manhattan,110,9,40.803024,-73.956488,Link Active!,119980,2109 FREDERICK DOUGLASS BLVD,10026,mn-10-119980,10/19/2016,09/17/2016,Central Harlem South,1055816,1018470060,1019702,"(40.80302425, -73.95648813)"
LINK-011501,Bronx,205,14,40.851878,-73.908976,Link Active!,119597,1966 JEROME AVENUE,10453,bx-05-119597,08/01/2017,04/22/2017,Mount Hope,2008258,2028540001,2024100,"(40.85187831, -73.90897566)"
LINK-011510,Brooklyn,301,34,40.702936,-73.942563,Link Active!,126669,45 AVENUE OF PUERTO RICO,11206,bk-01-126669,05/23/2017,04/28/2017,East Williamsburg,3071557,3031130017,3049100,"(40.702936, -73.942563)"
LINK-011512,Brooklyn,301,34,40.702247,-73.942287,Link Active!,126657,46 AVENUE OF PUERTO RICO,11206,bk-01-126657,08/02/2017,07/01/2017,East Williamsburg,3071613,3031200008,3049100,"(40.702247, -73.942287)"
LINK-011566,Manhattan,106,2,40.731960,-73.983802,Link Active!,123801,325 E 14 ST,10003,mn-06-123801,11/18/2016,10/01/2016,Gramercy,1020398,1009210015,1004800,"(40.73195957, -73.98380229)"
LINK-011583,Bronx,205,15,40.860027,-73.893343,Link Active!,119659,375 EAST 188 STREET,10458,bx-05-119659,03/30/2017,12/06/2016,Bedford Park-Fordham North,2011078,2030260059,2039902,"(40.860027, -73.893343)"
LINK-011588,Bronx,205,14,40.853930,-73.907502,Link Active!,119613,1 WEST BURNSIDE AVENUE,10453,bx-05-119613,01/12/2017,11/23/2016,University Heights-Morris Heights,2014153,2031920075,2025100,"(40.85393036, -73.90750182)"
LINK-011595,Brooklyn,308,36,40.676752,-73.949935,Link Active!,127047,632 NOSTRAND AVENUE,11216,bk-08-127047,03/08/2017,02/17/2017,Crown Heights North,3030331,3012120042,3031500,"(40.676752, -73.949935)"
LINK-011599,Queens,401,22,40.761913,-73.910939,Link Active!,125105,45-02 30 AVENUE,11103,qu-01-125105,06/26/2017,05/06/2017,Astoria,4012674,4007140081,4015100,"(40.76191296, -73.91093862)"
LINK-011604,Brooklyn,308,36,40.676976,-73.949916,Link Active!,127034,628 NOSTRAND AVENUE,11216,bk-08-127034,03/07/2017,02/17/2017,Crown Heights North,3030004,3012060045,3031500,"(40.676976, -73.949916)"
LINK-011635,Brooklyn,309,35,40.666203,-73.950913,Link Active!,127020,926 NOSTRAND AVENUE,11225,bk-09-127020,03/01/2017,02/03/2017,Crown Heights South,3034163,3012960039,3032100,"(40.66620283, -73.95091335)"
LINK-011660,Bronx,201,17,40.821437,-73.912327,Link Active!,144251,3097 3 AVENUE,10451,bx-01-144251,05/22/2017,03/18/2017,Melrose South-Mott Haven North,2001451,2023790051,2006900,"(40.821437, -73.912327)"
LINK-011663,Bronx,205,15,40.861174,-73.896444,Link Active!,119648,2463 VALENTINE AVENUE,10458,bx-05-119648,04/18/2017,01/25/2017,Bedford Park-Fordham North,2013605,2031530037,2023702,"(40.86117438, -73.89644355)"
LINK-011667,Bronx,207,14,40.862685,-73.907548,Link Active!,144372,148 West Fordham Road,10468,bx-07-144372,05/11/2017,04/07/2017,Kingsbridge Heights,2014947,2032250108,2025500,"(40.862685, -73.907548)"
LINK-011704,Brooklyn,314,40,40.642875,-73.957574,Link Installed; Connecting Power and Fiber,126532,1133 FLATBUSH AVENUE,11226,bk-14-126532,,11/10/2017,Erasmus,3396547,3051650057,3079200,"(40.64287503, -73.95757439)"
LINK-011729,Brooklyn,308,36,40.675965,-73.950008,Link Active!,145032,656 NOSTRAND AVENUE,11216,bk-08-145032,03/08/2017,02/03/2017,Crown Heights North,3030663,3012190035,3031500,"(40.675965, -73.950008)"
LINK-011757,Bronx,206,15,40.846926,-73.898221,Link Pending Activation,118922,1901 WASHINGTON AVENUE,10457,bx-06-118922,,10/20/2017,Claremont-Bathgate,2009536,2029090024,2039500,"(40.8469261746656, -73.89822055601536)"
LINK-011760,Queens,409,32,40.695603,-73.839607,Link Active!,124794,107-23 JAMAICA AVE,11418,qu-09-124794,07/07/2017,05/20/2017,Richmond Hill,4192128,4092030039,4012800,"(40.6956028, -73.83960659)"
LINK-011761,Brooklyn,308,35,40.670115,-73.950627,Link Active!,126469,529 EASTERN PARKWAY,11216,bk-08-126469,02/23/2017,02/03/2017,Crown Heights North,3032633,3012610034,3031702,"(40.670115, -73.950627)"
LINK-011768,Brooklyn,308,35,40.670147,-73.950397,Link Active!,127030,791 NOSTRAND AVENUE,11216,bk-08-127030,02/23/2017,02/03/2017,Crown Heights North,3032652,3012620001,3031702,"(40.670147, -73.950397)"
LINK-011770,Queens,401,22,40.763100,-73.927935,Link Active!,125095,25-14 BROADWAY,11106,qu-01-125095,06/14/2017,03/25/2017,Astoria,4007157,4005800022,4005300,"(40.7630995, -73.92793528)"
LINK-011789,Bronx,201,17,40.820109,-73.912836,Link Pending Activation,118947,487 EAST 156 STREET,10451,bx-01-118947,,10/20/2017,Melrose South-Mott Haven North,2114919,2023647501,2007100,"(40.82010858412156, -73.91283554538632)"
LINK-011809,Manhattan,103,2,40.730878,-73.981659,Link Active!,122032,418 E 14 ST,10009,mn-03-122032,05/12/2017,03/19/2017,East Village,1006014,1004410016,1003400,"(40.73087757, -73.98165945)"
LINK-011824,Manhattan,110,9,40.817381,-73.942525,Link Active!,119949,201 W 138 ST,10030,mn-10-119949,03/13/2017,02/11/2017,Central Harlem North-Polo Grounds,1060290,1020240029,1023000,"(40.81738063871602, -73.94252463305844)"
LINK-011851,Bronx,206,15,40.847406,-73.899948,Link Pending Activation,119390,426 E TREMONT AVE,10457,bx-06-119390,,10/20/2017,Mount Hope,2009458,2029000068,2023100,"(40.84740591, -73.89994835)"
LINK-011861,Bronx,205,14,40.853842,-73.909388,Link Active!,119610,48 WEST BURNSIDE AVENUE,10453,bx-05-119610,02/08/2017,01/25/2017,University Heights-Morris Heights,2008631,2028700026,2024300,"(40.85384203, -73.90938798)"
LINK-011874,Bronx,205,14,40.848730,-73.911470,Link Active!,123186,1846 JEROME AVENUE,10453,bx-05-123186,07/13/2017,05/10/2017,Mount Hope,2008218,2028510001,2023301,"(40.848730, -73.911470)"
LINK-011876,Bronx,201,17,40.818560,-73.914300,Link Active!,123212,2976A 3 AVENUE,10455,bx-01-123212,03/30/2017,01/21/2017,Melrose South-Mott Haven North,2001180,2023630012,2007100,"(40.81855965, -73.91430035)"
LINK-011877,Bronx,201,17,40.819568,-73.913388,Link Active!,123215,3012 3 AVENUE,10455,bx-01-123215,12/22/2016,10/29/2016,Melrose South-Mott Haven North,2117395,2023630024,2007100,"(40.819568, -73.913388)"
LINK-011905,Queens,409,32,40.695205,-73.845595,Link Active!,124792,101-21 JAMAICA AVENUE,11418,qu-09-124792,07/07/2017,05/20/2017,Richmond Hill,4191441,4091810037,4002400,"(40.695205, -73.845595)"
LINK-011906,Queens,409,32,40.692466,-73.858948,Link Active!,124799,85-02 JAMAICA AVENUE,11421,qu-09-124799,07/07/2017,05/20/2017,Woodhaven,4183844,4089220001,4001000,"(40.692466, -73.858948)"
LINK-011912,Queens,401,22,40.763621,-73.914259,Link Active!,125114,40-17 30 AVENUE,11103,qu-01-125114,06/26/2017,05/06/2017,Astoria,4010804,4006630043,4014700,"(40.763621, -73.914259)"
LINK-011971,Manhattan,110,9,40.818897,-73.944659,Link Active!,119890,2604 FREDERICK DOUGLASS BLVD,10030,mn-10-119890,10/21/2016,10/08/2016,Central Harlem North-Polo Grounds,1060322,1020240064,1023000,"(40.818897, -73.944659)"
LINK-011980,Manhattan,109,7,40.829662,-73.948422,Link Active!,120355,600 WEST 150 STREET,10031,mn-09-120355,12/16/2016,11/14/2016,Hamilton Heights,1062444,1020960034,1023300,"(40.82966242, -73.94842204)"
LINK-011982,Manhattan,105,2,40.743493,-73.985972,Link Active!,121626,63 Madison Ave,10016,mn-05-121626,12/09/2016,11/19/2016,Hudson Yards-Chelsea-Flatiron-Union Square,1016889,1008570024,1005600,"(40.74349317, -73.98597197)"
LINK-012012,Brooklyn,301,33,40.733400,-73.954886,Link Active!,125263,1007 MANHATTAN AVENUE,11222,bk-01-125263,04/14/2017,03/11/2017,Greenpoint,3064146,3025220043,3056300,"(40.733400, -73.954886)"
LINK-012026,Manhattan,112,10,40.835586,-73.939589,Link Active!,120468,450 WEST 162 STREET,10032,mn-12-120468,12/12/2016,11/19/2016,Washington Heights South,1062575,1021090088,1024301,"(40.835586, -73.939589)"
LINK-012038,Brooklyn,301,34,40.714446,-73.945948,Link Installed; Connecting Power and Fiber,126861,691 METROPOLITAN AVENUE,11211,bk-01-126861,,09/23/2017,East Williamsburg,3068728,3027590001,3049700,"(40.71444574, -73.94594832)"
LINK-012080,Bronx,201,17,40.816679,-73.916483,Link Active!,118956,2882 3 AVENUE,10455,bx-01-118956,12/22/2016,10/22/2016,Melrose South-Mott Haven North,2001159,2023620001,2007100,"(40.81667907, -73.91648285)"
LINK-012117,Brooklyn,301,34,40.713913,-73.944206,Link Active!,140788,326 AVENUE OF PUERTO RICO,11211,bk-01-140788,04/28/2017,04/08/2017,East Williamsburg,3322922,3027650001,3049700,"(40.713913, -73.944206)"
LINK-012120,Bronx,205,15,40.846169,-73.901951,Link Active!,138759,1831 WEBSTER AVENUE,10457,bx-05-138759,08/01/2017,06/24/2017,Mount Hope,2009388,2028920077,2023100,"(40.846169, -73.901951)"
LINK-012163,Manhattan,111,9,40.800070,-73.946762,Link Active!,100200,1403 5 AVENUE,10029,mn-11-100200,01/25/2017,10/15/2016,East Harlem North,1051634,1016210002,1018400,"(40.800070, -73.946762)"
LINK-012181,Manhattan,105,3,40.736806,-73.993513,Link Installed; Connecting Power and Fiber,137100,,10011,mn-05-137100,,09/23/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1078686,1008160031,1005400,"(40.736806, -73.993513)"
LINK-012188,Manhattan,105,4,40.762210,-73.981881,Link Installed; Connecting Power and Fiber,137157,159 WEST 52 STREET,10019,mn-05-137157,,06/11/2017,Midtown-Midtown South,1023159,1010050001,1013100,"(40.7622099, -73.98188075)"
LINK-012216,Manhattan,105,3,40.743706,-73.992084,Link Pending Activation,138006,750 6 AVENUE,10010,mn-05-138006,,09/24/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1085951,1008260001,1005800,"(40.7437055, -73.99208429)"
LINK-012224,Manhattan,106,4,40.750237,-73.977306,Link Active!,138539,124 EAST 40 STREET,10016,mn-06-138539,10/06/2017,04/08/2017,Murray Hill-Kips Bay,1019491,1008950078,1008000,"(40.750237, -73.977306)"
LINK-012227,Manhattan,104,3,40.766861,-73.983442,Link Active!,136625,306 WEST 57 STREET,10019,mn-04-136625,07/13/2017,04/01/2017,Clinton,1025451,1010477502,1013900,"(40.76686129, -73.98344153)"
LINK-012235,Manhattan,103,1,40.716652,-73.997646,Link Active!,133426,178 Canal St,10013,mn-03-133426,12/14/2016,09/14/2016,Chinatown,1002410,1002010013,1002900,"(40.71665239, -73.99764592)"
LINK-012236,Manhattan,108,5,40.778141,-73.952594,Link Active!,134746,238 EAST 86 STREET,10028,mn-08-134746,02/01/2017,11/04/2016,Yorkville,1000000,1015310029,1014601,"(40.77814082, -73.9525944)"
LINK-012249,Manhattan,102,1,40.716869,-73.997578,Link Active!,133430,183 Canal St,10013,mn-02-133430,12/15/2016,09/14/2016,SoHo-TriBeCa-Civic Center-Little Italy,1002628,1002040035,1004100,"(40.716869, -73.997578)"
LINK-012291,Manhattan,104,3,40.766683,-73.990210,Link Installed; Connecting Power and Fiber,137195,455 WEST 53 STREET,10019,mn-04-137195,,11/14/2017,Clinton,1026754,1010630001,1013300,"(40.76668319490604, -73.99021009698862)"
LINK-012298,Manhattan,108,5,40.761977,-73.963213,Link Installed; Connecting Power and Fiber,135943,1164 2 AVENUE,10065,mn-08-135943,,10/28/2017,Lenox Hill-Roosevelt Island,1084255,1014360001,1011000,"(40.7619766, -73.96321301)"
LINK-012299,Manhattan,108,5,40.767282,-73.956537,Link Installed; Connecting Power and Fiber,136195,1331 1 AVENUE,10021,mn-08-136195,,10/25/2017,Lenox Hill-Roosevelt Island,1044862,1014460023,1012600,"(40.76728194, -73.9565366)"
LINK-012317,Manhattan,103,1,40.720486,-73.989083,Link Active!,137173,145 ORCHARD ST,10002,mn-03-137173,12/28/2016,11/17/2016,Chinatown,1005535,1004160068,1003001,"(40.72048554, -73.98908323)"
LINK-012325,Manhattan,105,4,40.746720,-73.985936,Link Active!,136688,302 5 AVENUE,10001,mn-05-136688,05/10/2017,03/18/2017,Midtown-Midtown South,1015816,1008330038,1007600,"(40.74671976, -73.98593572)"
LINK-012326,Manhattan,108,4,40.762147,-73.963354,Link Installed; Connecting Power and Fiber,137966,1165 2 AVENUE,10065,mn-08-137966,,10/28/2017,Lenox Hill-Roosevelt Island,1043796,1014160024,1011000,"(40.76214654, -73.96335362)"
LINK-012328,Manhattan,108,4,40.763419,-73.966995,Link Active!,135937,141 EAST 61 STREET,10065,mn-08-135937,06/22/2017,05/06/2017,Upper East Side-Carnegie Hill,1041977,1013960022,1011402,"(40.763419, -73.966995)"
